experiment,benchmark,tau,method,rep,d,r,rank_hat,queries,discovery_queries,subspace_error,best_noisy_value,final_value,regret,batch,rep_global
optimization,rastrigin,0.02,cross_sparse_known,0,12,2,2,3999,600,0.3868869746936746,0.0100536427042398,0.0398170139341482,0.0398170139341482,1,2
optimization,rastrigin,0.02,random_subspace,0,12,2,2,3999,0,0.9966178636752684,0.1489113298239657,0.2046303757552151,0.2046303757552151,1,2
optimization,rastrigin,0.02,full_zo,0,12,2,12,3999,0,1.0,-0.0382146384096236,0.0277905791687186,0.0277905791687186,1,2
optimization,rastrigin,0.02,oracle_subspace,1,12,2,2,3999,0,0.0,0.0333880261592495,0.0401336596096509,0.0401336596096509,1,3
optimization,rastrigin,0.02,cross_block_known,1,12,2,2,3999,720,0.0089989067960129,0.0291189312146901,0.0475185196577477,0.0475185196577477,1,3
optimization,rastrigin,0.02,cross_block_adaptive,1,12,2,2,3999,720,0.0087348183056601,0.0392233229051345,0.0590498981579999,0.0590498981579999,1,3
optimization,rastrigin,0.02,cross_sparse_known,1,12,2,2,3999,600,0.4548798407992214,0.0156987381588194,0.0391577457966704,0.0391577457966704,1,3
optimization,rastrigin,0.02,random_subspace,1,12,2,2,3999,0,0.9087258015362194,0.0033014528689013,0.0757910941400441,0.0757910941400441,1,3
optimization,rastrigin,0.02,full_zo,1,12,2,12,3999,0,1.0,-0.0317024378030422,0.0213374449169446,0.0213374449169446,1,3
optimization,rosenbrock,0.0,oracle_subspace,0,12,2,2,3999,0,2.1073424255447017e-08,-0.0125740074952019,0.0394801601979174,0.0394801601979174,1,2
optimization,rosenbrock,0.0,cross_block_known,0,12,2,2,3999,720,0.0023900315301954,0.0166949337341158,0.0620091693195719,0.0620091693195719,1,2
optimization,rosenbrock,0.0,cross_block_adaptive,0,12,2,1,3999,720,1.0,1.3655961665735776,1.4283187047119537,1.4283187047119537,1,2
optimization,rosenbrock,0.0,cross_sparse_known,0,12,2,2,3999,600,0.9437584428560928,0.140580378407911,0.1800711447876062,0.1800711447876062,1,2
optimization,rosenbrock,0.0,random_subspace,0,12,2,2,3999,0,0.9990097219051524,0.969095187596246,1.0241503916749068,1.0241503916749068,1,2
optimization,rosenbrock,0.0,full_zo,0,12,2,12,3999,0,1.0,-0.0033058650018468,0.0294269903611699,0.0294269903611699,1,2
optimization,rosenbrock,0.0,oracle_subspace,1,12,2,2,3999,0,2.1073424255447017e-08,0.1204506604278376,0.1598059418074509,0.1598059418074509,1,3
optimization,rosenbrock,0.0,cross_block_known,1,12,2,2,3999,720,0.0012063374689483,0.1947232383893537,0.2502255403878582,0.2502255403878582,1,3
optimization,rosenbrock,0.0,cross_block_adaptive,1,12,2,2,3999,720,0.0014050194268784,0.173790764219275,0.1933314687659824,0.1933314687659824,1,3
optimization,rosenbrock,0.0,cross_sparse_known,1,12,2,2,3999,600,0.518559333784237,0.203626194954046,0.2554660160789794,0.2554660160789794,1,3
optimization,rosenbrock,0.0,random_subspace,1,12,2,2,3999,0,0.9893023302515336,0.6524174924074706,0.7170154138244349,0.7170154138244349,1,3
optimization,rosenbrock,0.0,full_zo,1,12,2,12,3999,0,1.0,0.1184257588112537,0.1449461297022175,0.1449461297022175,1,3
optimization,rosenbrock,0.02,oracle_subspace,0,12,2,2,3999,0,0.0,-0.0015592430104147,0.0538817799421935,0.0538817799421935,1,2
optimization,rosenbrock,0.02,cross_block_known,0,12,2,2,3999,720,0.0020950612989403,0.0122185665376179,0.0581216893299144,0.0581216893299144,1,2
optimization,rosenbrock,0.02,cross_block_adaptive,0,12,2,2,3999,720,0.0024813230577633,0.0216316954547803,0.0613853552257689,0.0613853552257689,1,2
optimization,rosenbrock,0.02,cross_sparse_known,0,12,2,2,3999,600,0.9583192737898476,0.0298183850788009,0.0892935833422913,0.0892935833422913,1,2
optimization,rosenbrock,0.02,random_subspace,0,12,2,2,3999,0,0.999895672395808,1.386849590236367,1.4437429465372789,1.4437429465372789,1,2
optimization,rosenbrock,0.02,full_zo,0,12,2,12,3999,0,1.0,-0.0102287274850183,0.0468908181530289,0.0468908181530289,1,2
optimization,rosenbrock,0.02,oracle_subspace,1,12,2,2,3999,0,2.5809568279517847e-08,0.0577058437400464,0.1054216962121204,0.1054216962121204,1,3
optimization,rosenbrock,0.02,cross_block_known,1,12,2,2,3999,720,0.0023694250061992,0.1038398862525091,0.1343631691253584,0.1343631691253584,1,3
optimization,rosenbrock,0.02,cross_block_adaptive,1,12,2,2,3999,720,0.0024825608295903,0.0596298750958617,0.1074719315991232,0.1074719315991232,1,3
optimization,rosenbrock,0.02,cross_sparse_known,1,12,2,2,3999,600,0.9811828035975784,0.544043563803656,0.576745352210991,0.576745352210991,1,3
optimization,rosenbrock,0.02,random_subspace,1,12,2,2,3999,0,0.9812543161712788,0.2446737327940713,0.2969282933245863,0.2969282933245863,1,3
optimization,rosenbrock,0.02,full_zo,1,12,2,12,3999,0,1.0,0.0312901248263932,0.1023843297058627,0.1023843297058627,1,3
optimization,sphere,0.0,oracle_subspace,0,12,2,2,3999,0,2.1073424255447017e-08,-0.0737087788135803,0.0018939907242718,0.0018939907242718,2,4
optimization,sphere,0.0,cross_block_known,0,12,2,2,3999,720,0.2698902559510563,-0.0681340575726088,0.0015560197400211,0.0015560197400211,2,4
optimization,sphere,0.0,cross_block_adaptive,0,12,2,6,3999,720,1.0,-0.054988987115625,0.0004635116642981,0.0004635116642981,2,4
optimization,sphere,0.0,cross_sparse_known,0,12,2,2,3999,600,0.9370093191928156,-0.071842439559491,0.0017031328093588,0.0017031328093588,2,4
optimization,sphere,0.0,random_subspace,0,12,2,2,3999,0,0.9997474889733524,-0.0647006219061094,0.0048740588947347,0.0048740588947347,2,4
optimization,sphere,0.0,full_zo,0,12,2,12,3999,0,1.0,-0.0546987311749187,0.0013656530878272,0.0013656530878272,2,4
optimization,sphere,0.0,oracle_subspace,1,12,2,2,3999,0,1.4901161193847656e-08,-0.0759670796573079,0.0001456930215109,0.0001456930215109,2,5
optimization,sphere,0.0,cross_block_known,1,12,2,2,3999,720,0.3889236404425411,-0.0642928476643447,0.0102686783687946,0.0102686783687946,2,5
optimization,sphere,0.0,cross_block_adaptive,1,12,2,6,3999,720,1.0,-0.0638537621884395,0.001247796830662,0.001247796830662,2,5
optimization,sphere,0.0,cross_sparse_known,1,12,2,2,3999,600,0.5421443461226975,-0.07215733422978,0.0024607675312326,0.0024607675312326,2,5
optimization,sphere,0.0,random_subspace,1,12,2,2,3999,0,0.9999985946443344,0.0283647110270087,0.0966935528729262,0.0966935528729262,2,5
optimization,sphere,0.0,full_zo,1,12,2,12,3999,0,1.0,-0.0730518692119591,0.0097926121054501,0.0097926121054501,2,5
optimization,sphere,0.02,oracle_subspace,0,12,2,2,3999,0,1.4901161193847656e-08,-0.0447087346305207,0.0261520394116426,0.0261520394116426,2,4
optimization,sphere,0.02,cross_block_known,0,12,2,2,3999,720,0.1941534579974283,-0.0487191087056835,0.0325620240796057,0.0325620240796057,2,4
optimization,sphere,0.02,cross_block_adaptive,0,12,2,2,3999,720,0.1646965484256555,-0.0342824744364978,0.0326119961708484,0.0326119961708484,2,4
optimization,sphere,0.02,cross_sparse_known,0,12,2,2,3999,600,0.996719114216871,-0.0150795648893702,0.0553192288259191,0.0553192288259191,2,4
optimization,sphere,0.02,random_subspace,0,12,2,2,3999,0,0.99609675017344,0.5246162965034695,0.5883019644550742,0.5883019644550742,2,4
optimization,sphere,0.02,full_zo,0,12,2,12,3999,0,1.0,0.0016867250065665,0.0428670997419476,0.0428670997419476,2,4
optimization,sphere,0.02,oracle_subspace,1,12,2,2,3999,0,0.0,-0.0253650112844054,0.0348469897000417,0.0348469897000417,2,5
optimization,sphere,0.02,cross_block_known,1,12,2,2,3999,720,0.2934448958916406,-0.0338072974958235,0.033545395354416,0.033545395354416,2,5
optimization,sphere,0.02,cross_block_adaptive,1,12,2,6,3999,720,1.0,-0.0150777768623718,0.0523578773395338,0.0523578773395338,2,5
optimization,sphere,0.02,cross_sparse_known,1,12,2,2,3999,600,0.8092094187914186,-0.0320915946790762,0.0333798655200939,0.0333798655200939,2,5
optimization,sphere,0.02,random_subspace,1,12,2,2,3999,0,0.9985720853065756,0.120939556922276,0.1810666726085205,0.1810666726085205,2,5
optimization,sphere,0.02,full_zo,1,12,2,12,3999,0,1.0,-0.0062783224127539,0.0504010764407724,0.0504010764407724,2,5
optimization,ellipsoid,0.0,oracle_subspace,0,12,2,2,3999,0,2.5809568279517847e-08,1.892993066620495,1.8815599772538387,1.8815599772538387,2,4
optimization,ellipsoid,0.0,cross_block_known,0,12,2,2,3999,720,0.0930838384162441,1.423730357842609,1.4811244669273842,1.4811244669273842,2,4
optimization,ellipsoid,0.0,cross_block_adaptive,0,12,2,1,3999,720,1.0,2.3983586369990904,2.417240060608834,2.417240060608834,2,4
optimization,ellipsoid,0.0,cross_sparse_known,0,12,2,2,3999,600,0.971381147454906,2.1956162909047485,2.2348912188391417,2.2348912188391417,2,4
optimization,ellipsoid,0.0,random_subspace,0,12,2,2,3999,0,0.951449905940398,1.330089784203651,1.3650611293733157,1.3650611293733157,2,4
optimization,ellipsoid,0.0,full_zo,0,12,2,12,3999,0,1.0,1.0712384848620344,1.0865961448892816,1.0865961448892816,2,4
optimization,ellipsoid,0.0,oracle_subspace,1,12,2,2,3999,0,0.0,0.6363344668796974,0.6759443554113334,0.6759443554113334,2,5
optimization,ellipsoid,0.0,cross_block_known,1,12,2,2,3999,720,0.2890514524264284,1.0501218435342214,1.1013844064288745,1.1013844064288745,2,5
optimization,ellipsoid,0.0,cross_block_adaptive,1,12,2,1,3999,720,1.0,0.5308910379541208,0.5649397555590802,0.5649397555590802,2,5
optimization,ellipsoid,0.0,cross_sparse_known,1,12,2,2,3999,600,0.9257738392788438,0.3137797000785601,0.3440043884376925,0.3440043884376925,2,5
optimization,ellipsoid,0.0,random_subspace,1,12,2,2,3999,0,0.995856401307578,0.3283611159931643,0.3738672596543621,0.3738672596543621,2,5
optimization,ellipsoid,0.0,full_zo,1,12,2,12,3999,0,1.0,0.1611199495062682,0.2042205710787551,0.2042205710787551,2,5
optimization,ellipsoid,0.02,oracle_subspace,0,12,2,2,3999,0,2.1073424255447017e-08,0.082660629040294,0.1220219639649312,0.1220219639649312,2,4
optimization,ellipsoid,0.02,cross_block_known,0,12,2,2,3999,720,0.129649169678971,0.0281657400419582,0.0765202369779868,0.0765202369779868,2,4
optimization,ellipsoid,0.02,cross_block_adaptive,0,12,2,1,3999,720,1.0,0.2645313821977051,0.2793833506271183,0.2793833506271183,2,4
optimization,ellipsoid,0.02,cross_sparse_known,0,12,2,2,3999,600,0.9349548265085608,0.2229359300052751,0.2807622741503586,0.2807622741503586,2,4
optimization,ellipsoid,0.02,random_subspace,0,12,2,2,3999,0,0.992951569249657,0.0397014214491407,0.105516087041168,0.105516087041168,2,4
optimization,ellipsoid,0.02,full_zo,0,12,2,12,3999,0,1.0,0.1632311832616263,0.2191674448746045,0.2191674448746045,2,4
optimization,ellipsoid,0.02,oracle_subspace,1,12,2,2,3999,0,1.4901161193847656e-08,0.0541723678297841,0.0958066160836005,0.0958066160836005,2,5
optimization,ellipsoid,0.02,cross_block_known,1,12,2,2,3999,720,0.1551175115298554,0.0470752561144442,0.0774048540629356,0.0774048540629356,2,5
optimization,ellipsoid,0.02,cross_block_adaptive,1,12,2,1,3999,720,1.0,0.2054334853545628,0.2076080635600674,0.2076080635600674,2,5
optimization,ellipsoid,0.02,cross_sparse_known,1,12,2,2,3999,600,0.9751913224545968,0.1412319141306047,0.1898455773887791,0.1898455773887791,2,5
optimization,ellipsoid,0.02,random_subspace,1,12,2,2,3999,0,0.99618659014307,0.564840501316905,0.6189001774618252,0.6189001774618252,2,5
optimization,ellipsoid,0.02,full_zo,1,12,2,12,3999,0,1.0,0.3802348730750755,0.4263285472593499,0.4263285472593499,2,5
optimization,rastrigin,0.0,oracle_subspace,0,12,2,2,3999,0,2.5809568279517847e-08,-0.012586940873014,0.0068120071014199,0.0068120071014199,2,4
optimization,rastrigin,0.0,cross_block_known,0,12,2,2,3999,720,0.009010084933985,-0.0005595054383767,0.0220743479745877,0.0220743479745877,2,4
optimization,rastrigin,0.0,cross_block_adaptive,0,12,2,2,3999,720,0.0049228753559432,-0.0073429174278944,0.0104806479914145,0.0104806479914145,2,4
optimization,rastrigin,0.0,cross_sparse_known,0,12,2,2,3999,600,0.3821236218441714,-0.0194210561923752,0.0240025298725257,0.0240025298725257,2,4
optimization,rastrigin,0.0,random_subspace,0,12,2,2,3999,0,0.9922912926349728,-0.0597905111860528,0.0144599513209158,0.0144599513209158,2,4
optimization,rastrigin,0.0,full_zo,0,12,2,12,3999,0,1.0,-0.0541982629980539,0.0024618319304288,0.0024618319304288,2,4
optimization,rastrigin,0.0,oracle_subspace,1,12,2,2,3999,0,0.0,-0.0314100932704017,0.0076737166279059,0.0076737166279059,2,5
optimization,rastrigin,0.0,cross_block_known,1,12,2,2,3999,720,0.0110110007445813,-0.0168193720921942,0.0526444509456851,0.0526444509456851,2,5
optimization,rastrigin,0.0,cross_block_adaptive,1,12,2,2,3999,720,0.0076708523527747,-0.0243480190168107,0.0143867243070019,0.0143867243070019,2,5
optimization,rastrigin,0.0,cross_sparse_known,1,12,2,2,3999,600,0.4162358949732262,-0.0402673999790325,0.0023640258668535,0.0023640258668535,2,5
optimization,rastrigin,0.0,random_subspace,1,12,2,2,3999,0,0.98131443110572,-0.0785855739715483,0.0035392773968823,0.0035392773968823,2,5
optimization,rastrigin,0.0,full_zo,1,12,2,12,3999,0,1.0,-0.0682679174915526,0.0167000154382463,0.0167000154382463,2,5
optimization,rastrigin,0.02,oracle_subspace,0,12,2,2,3999,0,0.0,-0.005902998877421,0.0317887700096001,0.0317887700096001,2,4
optimization,rastrigin,0.02,cross_block_known,0,12,2,2,3999,720,0.0089365579443411,0.0027610224667787,0.0388750653725345,0.0388750653725345,2,4
optimization,rastrigin,0.02,cross_block_adaptive,0,12,2,2,3999,720,0.0074005027316469,0.9876213545576636,1.0173428274525835,1.0173428274525835,2,4
optimization,rastrigin,0.02,cross_sparse_known,0,12,2,2,3999,600,0.4099669047897528,0.0095394604622391,0.0383464330802095,0.0383464330802095,2,4
optimization,rastrigin,0.02,random_subspace,0,12,2,2,3999,0,0.949930930249029,-0.0182787929035605,0.0428908366212307,0.0428908366212307,2,4
optimization,rastrigin,0.02,full_zo,0,12,2,12,3999,0,1.0,-0.0275380007471464,0.034695082141333,0.034695082141333,2,4
optimization,rastrigin,0.02,oracle_subspace,1,12,2,2,3999,0,1.4901161193847656e-08,0.0268492534332009,0.0516815532161944,0.0516815532161944,2,5
optimization,rastrigin,0.02,cross_block_known,1,12,2,2,3999,720,0.0070953428048552,1.046810462228967,1.0571439816835155,1.0571439816835155,2,5
optimization,rastrigin,0.02,cross_block_adaptive,1,12,2,2,3999,720,0.006254825286513,1.027816870181977,1.0775441178269214,1.0775441178269214,2,5
optimization,rastrigin,0.02,cross_sparse_known,1,12,2,2,3999,600,0.41002944678142,1.0187891282391306,1.048513213779851,1.048513213779851,2,5
optimization,rastrigin,0.02,random_subspace,1,12,2,2,3999,0,0.9896694834188584,1.0990803889718292,1.1604647023024444,1.1604647023024444,2,5
optimization,rastrigin,0.02,full_zo,1,12,2,12,3999,0,1.0,0.0194243607800086,0.0715829767779756,0.0715829767779756,2,5
optimization,rosenbrock,0.0,oracle_subspace,0,12,2,2,3999,0,0.0,-0.0427723607623604,0.0078214497916243,0.0078214497916243,2,4
optimization,rosenbrock,0.0,cross_block_known,0,12,2,2,3999,720,0.0040964993296141,-0.0349429669143512,0.0113383800485052,0.0113383800485052,2,4
optimization,rosenbrock,0.0,cross_block_adaptive,0,12,2,2,3999,720,0.0035691038525385,-0.0389552697934181,0.0094266144070642,0.0094266144070642,2,4
optimization,rosenbrock,0.0,cross_sparse_known,0,12,2,2,3999,600,0.9969927519570142,0.4183198118044015,0.4570655941155346,0.4570655941155346,2,4
optimization,rosenbrock,0.0,random_subspace,0,12,2,2,3999,0,0.9761815980244758,0.1760439854594933,0.2198544630028578,0.2198544630028578,2,4
optimization,rosenbrock,0.0,full_zo,0,12,2,12,3999,0,1.0,-0.0404083826121755,0.017208917078689,0.017208917078689,2,4
optimization,rosenbrock,0.0,oracle_subspace,1,12,2,2,3999,0,0.0,0.0408484945053309,0.0741191985790073,0.0741191985790073,2,5
optimization,rosenbrock,0.0,cross_block_known,1,12,2,2,3999,720,0.004748140836798,0.0697842876823994,0.126521845246928,0.126521845246928,2,5
optimization,rosenbrock,0.0,cross_block_adaptive,1,12,2,2,3999,720,0.0038978465781998,0.081173009004547,0.116719193851293,0.116719193851293,2,5
optimization,rosenbrock,0.0,cross_sparse_known,1,12,2,2,3999,600,0.5651896231540382,0.0954114080226933,0.1522777958025543,0.1522777958025543,2,5
optimization,rosenbrock,0.0,random_subspace,1,12,2,2,3999,0,0.9996857503545896,0.4212066489755183,0.4879956695593815,0.4879956695593815,2,5
optimization,rosenbrock,0.0,full_zo,1,12,2,12,3999,0,1.0,0.0271072952664694,0.0725776528884865,0.0725776528884865,2,5
optimization,rosenbrock,0.02,oracle_subspace,0,12,2,2,3999,0,1.4901161193847656e-08,0.0130359830122864,0.0605622816220525,0.0605622816220525,2,4
optimization,rosenbrock,0.02,cross_block_known,0,12,2,2,3999,720,0.0041575945407866,-0.0022230992570386,0.073716163604735,0.073716163604735,2,4
optimization,rosenbrock,0.02,cross_block_adaptive,0,12,2,1,3999,720,1.0,0.2164385424337571,0.2518131969476122,0.2518131969476122,2,4
optimization,rosenbrock,0.02,cross_sparse_known,0,12,2,2,3999,600,0.9739823064905088,0.1395147076051991,0.1953280156933968,0.1953280156933968,2,4
optimization,rosenbrock,0.02,random_subspace,0,12,2,2,3999,0,0.9952309111640364,0.194425947801638,0.2596408075109753,0.2596408075109753,2,4
optimization,rosenbrock,0.02,full_zo,0,12,2,12,3999,0,1.0,0.0106989511261086,0.0601687463446587,0.0601687463446587,2,4
optimization,rosenbrock,0.02,oracle_subspace,1,12,2,2,3999,0,1.4901161193847656e-08,0.1567835042984214,0.1888709088152885,0.1888709088152885,2,5
optimization,rosenbrock,0.02,cross_block_known,1,12,2,2,3999,720,0.002284857681184,0.3078460087539457,0.3287228253307646,0.3287228253307646,2,5
optimization,rosenbrock,0.02,cross_block_adaptive,1,12,2,1,3999,720,1.0,3.0853018599977746,3.114584953383867,3.114584953383867,2,5
optimization,rosenbrock,0.02,cross_sparse_known,1,12,2,2,3999,600,0.9719209277601716,2.743561376545585,2.7840389617493897,2.7840389617493897,2,5
optimization,rosenbrock,0.02,random_subspace,1,12,2,2,3999,0,0.9998668306331394,2.7589182617543817,2.8342156928732067,2.8342156928732067,2,5
optimization,rosenbrock,0.02,full_zo,1,12,2,12,3999,0,1.0,0.2522621367150449,0.3030660575874833,0.3030660575874833,2,5
optimization,sphere,0.0,oracle_subspace,0,12,2,2,3999,0,0.0,-0.0672059438709471,0.000453953363295,0.000453953363295,3,6
optimization,sphere,0.0,cross_block_known,0,12,2,2,3999,720,0.2764351431243266,-0.0779916714756556,0.002090016470343,0.002090016470343,3,6
optimization,sphere,0.0,cross_block_adaptive,0,12,2,2,3999,720,0.2040998772997221,-0.069459472360691,0.0002781657062949,0.0002781657062949,3,6
optimization,sphere,0.0,cross_sparse_known,0,12,2,2,3999,600,0.8692459123651641,-0.0643781650783421,0.0006344752132548,0.0006344752132548,3,6
optimization,sphere,0.0,random_subspace,0,12,2,2,3999,0,0.927711238522829,-0.0567918881361212,0.0032026296062043,0.0032026296062043,3,6
optimization,sphere,0.0,full_zo,0,12,2,12,3999,0,1.0,-0.0502738563538315,0.0060124912128485,0.0060124912128485,3,6
optimization,sphere,0.0,oracle_subspace,1,12,2,2,3999,0,2.5809568279517847e-08,-0.0677397570756814,0.0017089683494524,0.0017089683494524,3,7
optimization,sphere,0.0,cross_block_known,1,12,2,2,3999,720,0.2085839208716561,-0.0687955817369412,0.007827900968854,0.007827900968854,3,7
optimization,sphere,0.0,cross_block_adaptive,1,12,2,7,3999,720,1.0,-0.0752222095646913,0.0035714674170352,0.0035714674170352,3,7
optimization,sphere,0.0,cross_sparse_known,1,12,2,2,3999,600,0.442652125409995,-0.06306428416769,0.0072198048195287,0.0072198048195287,3,7
optimization,sphere,0.0,random_subspace,1,12,2,2,3999,0,0.9877102562173248,-0.06115319552252,0.0097925724053792,0.0097925724053792,3,7
optimization,sphere,0.0,full_zo,1,12,2,12,3999,0,1.0,-0.0546891420429024,0.0097206000993225,0.0097206000993225,3,7
optimization,sphere,0.02,oracle_subspace,0,12,2,2,3999,0,1.4901161193847656e-08,-0.0294186090117555,0.0450105751538962,0.0450105751538962,3,6
optimization,sphere,0.02,cross_block_known,0,12,2,2,3999,720,0.2977005283757373,-0.0300786580152175,0.03855908897793,0.03855908897793,3,6
optimization,sphere,0.02,cross_block_adaptive,0,12,2,4,3999,720,1.0,-0.0089673355721838,0.0421983835196196,0.0421983835196196,3,6
optimization,sphere,0.02,cross_sparse_known,0,12,2,2,3999,600,0.628442405357344,-0.0353191155503683,0.0372520612665041,0.0372520612665041,3,6
optimization,sphere,0.02,random_subspace,0,12,2,2,3999,0,0.9996900003112624,-0.0288487967185338,0.0401617750450117,0.0401617750450117,3,6
optimization,sphere,0.02,full_zo,0,12,2,12,3999,0,1.0,0.0063832132247265,0.0373197527332655,0.0373197527332655,3,6
optimization,sphere,0.02,oracle_subspace,1,12,2,2,3999,0,0.0,-0.030005458170796,0.0569033868638142,0.0569033868638142,3,7
optimization,sphere,0.02,cross_block_known,1,12,2,2,3999,720,0.2825702349400175,-0.0154189096709493,0.0558639762614536,0.0558639762614536,3,7
optimization,sphere,0.02,cross_block_adaptive,1,12,2,2,3999,720,0.2276097166438998,-0.0083574468233213,0.0548502487530693,0.0548502487530693,3,7
optimization,sphere,0.02,cross_sparse_known,1,12,2,2,3999,600,0.7795012225640203,-0.0161501153361191,0.0568166209196202,0.0568166209196202,3,7
optimization,sphere,0.02,random_subspace,1,12,2,2,3999,0,0.9989509378749012,0.0381824108686822,0.1110289546152158,0.1110289546152158,3,7
optimization,sphere,0.02,full_zo,1,12,2,12,3999,0,1.0,-0.0094698355439817,0.0490914821528097,0.0490914821528097,3,7
optimization,ellipsoid,0.0,oracle_subspace,0,12,2,2,3999,0,1.4901161193847656e-08,0.0142978728938998,0.0481145646971737,0.0481145646971737,3,6
optimization,ellipsoid,0.0,cross_block_known,0,12,2,2,3999,720,0.1548629808628731,0.4536371703558907,0.4999619752554363,0.4999619752554363,3,6
optimization,ellipsoid,0.0,cross_block_adaptive,0,12,2,1,3999,720,1.0,0.5152548112054719,0.522820122519563,0.522820122519563,3,6
optimization,ellipsoid,0.0,cross_sparse_known,0,12,2,2,3999,600,0.9672121257353684,0.6002933850471589,0.6365361824651273,0.6365361824651273,3,6
optimization,ellipsoid,0.0,random_subspace,0,12,2,2,3999,0,0.9982986856754462,-0.0300577168183562,0.0420285270807696,0.0420285270807696,3,6
optimization,ellipsoid,0.0,full_zo,0,12,2,12,3999,0,1.0,0.0638896519766435,0.1385108660353066,0.1385108660353066,3,6
optimization,ellipsoid,0.0,oracle_subspace,1,12,2,2,3999,0,0.0,-0.0318966187189884,0.0075028239807942,0.0075028239807942,3,7
